item_name,cat,kcal_100g,fat_100g,carbs_100g,protein_100g,source,cat_l1,cat_l2,cat_l3,item_name_word_count
mild bbq sauce,barbecue sauces,200.0,0.0,45.7142857142857,0.0,off,condiments & sauces,cooking sauces,barbecue sauces,3
honey sesame salmon,frozen grain based meal kits,128.676470588235,3.63672250848067,42.5098389153732,9.35827323512027,off,prepared & frozen meals,meal kits,frozen grain based meal kits,3
blueberries,frozen blueberries,50.0,0.33,10.6,0.87,off,vegetables,frozen vegetables,frozen blueberries,1
passierte tomaten,strained tomatoes,26.0,0.5,3.8,1.5,off,vegetables,canned vegetables,strained tomatoes,2
sandwich scheiben,cheddar slices,340.0,28.0,3.1,18.5,off,dairy & eggs,cheese,cheddar slices,2
haferflocken geback,plain rolled oats biscuits,525.0,30.0,56.0,5.5,off,baked goods,cookies & biscuits,plain rolled oats biscuits,2
spiced apple cider prebiotic soda,sodas,5.6338,0.0,0.84507,0.0,off,beverages,soda & soft drinks,sodas,5
asia snack saucen sweet chili,groceries,129.0,0.5,31.0,0.7,off,other,undefined,groceries,5
feta and grain salad,prepared salads,109.62962962963,16.7999992370605,18.2000007629395,11.6999998092651,off,vegetables,salads,prepared salads,4
kokos raspel,grated coconut,664.0,63.0,8.5,7.8,off,,,grated coconut,2
overnight oats brown sugar,breads,302.325581395349,6.97674418604651,51.1627906976744,13.953488372093,off,grains & pasta,bread,breads,4
sauerkraut,sauerkrauts,27.0,0.5,2.7,1.4,off,vegetables,"pickles, olives & peppers",sauerkrauts,1
paneer curry main,microwave meals,252.75,21.1,7.075,8.075,off,prepared & frozen meals,frozen dinners & entrees,microwave meals,3
banana caramel soufle,custard puddings,414.453664232337,12.7418515412704,71.6413030740489,2.54680802055027,off,,,custard puddings,3
tagliatelle al bronzo,tagliatelle,352.0,1.6,70.6,12.5,off,grains & pasta,pasta & noodles,tagliatelle,3
kaisergemuse,frozen mixed vegetables,33.0,0.7,3.0,2.3,off,vegetables,frozen vegetables,frozen mixed vegetables,1
brokkoliroschen,broccoli,38.0,0.9,2.3,3.3,off,vegetables,fresh vegetables,broccoli,1
flatbread chicken bacon and ranch,flatbreads,328.24427480916,19.8473282442748,22.9007633587786,14.5038167938931,off,grains & pasta,bread,flatbreads,5
walnusskerne naturbelassen,walnut kernels,733.0,70.6,6.1,16.1,off,snacks,nuts & seeds,walnut kernels,2
laugenstangerl,breads,209.0,0.98,41.1,7.92,off,grains & pasta,bread,breads,1
gewurz spekulatius,speculaas,477.0,19.0,70.0,6.0,off,baked goods,cookies & biscuits,speculaas,2
gefullte weinblatter classic,stuffed vine leaves,141.0,6.8,16.5,2.1,off,,,stuffed vine leaves,3
oaties,biscuits,500.0,32.0,39.0,9.7,off,baked goods,cookies & biscuits,biscuits,1
das rustikale dinkel,sliced breads,262.0,3.5,46.0,9.7,off,grains & pasta,bread,sliced breads,3
apfel,fresh apples,48.9,0.13,10.7,0.27,off,,,fresh apples,1
spinat spatzle,swabian spätzle,131.0,2.8,19.8,5.5,off,grains & pasta,pasta & noodles,swabian spätzle,2
bio streichcreme,dips,241.0,20.0,9.4,4.6,off,condiments & sauces,salsa & dips,dips,2
bio gnocchi vollkorn,gnocchi,142.0,0.7,30.0,4.0,off,grains & pasta,pasta & noodles,gnocchi,3
veganes kebab,meat analogues,201.428571428571,0.0,0.0,0.0,off,plant-based alternatives,plant-based meat,meat analogues,2
karamell waffeln,caramel stuffed waffles,466.0,21.0,65.0,3.9,off,baked goods,cakes & pastries,caramel stuffed waffles,2
tomaten gehackt,peeled tomatoes,20.0,0.5,3.0,1.1,off,vegetables,canned vegetables,peeled tomatoes,2
nature filetti di salmone,salmon fillets,104.0,2.4,0.0,19.2,off,fish & seafood,fresh fish,salmon fillets,4
linsen eintopf,stews,72.0,1.4,9.2,4.5,off,prepared & frozen meals,prepared meals,stews,2
tiramisu,tiramisu,264.0,12.0,30.7,4.5,off,dairy & eggs,dairy desserts,tiramisu,1
sauce bearnaise,béarnaise sauce,405.0,43.0,3.0,0.6,off,,,béarnaise sauce,2
bechamel,béchamel sauces,162.0,15.0,6.0,0.8,off,condiments & sauces,cooking sauces,béchamel sauces,1
nusskati,cocoa and hazelnuts spreads,553.0,34.9,51.2,6.5,off,sweets & confectionery,jams & spreads,cocoa and hazelnuts spreads,1
salted pretzels,pretzel,390.909090909091,4.1,77.4,9.9,off,grains & pasta,bread,pretzel,2
sourdough round,breads,228.070175438596,0.0,44.0924524369755,8.8184904873951,off,grains & pasta,bread,breads,2
sugo basalico,tomato sauces with basil,46.1077844311377,0.7,7.8,1.5,off,condiments & sauces,cooking sauces,tomato sauces with basil,2
thunfisch salat,tuna salads,227.0,14.0,15.0,9.0,off,vegetables,salads,tuna salads,2
lebkuchen konfekt typ blutorange,gingerbreads,468.0,25.8,44.8,10.7,off,baked goods,cookies & biscuits,gingerbreads,4
aldi frozen blueberries,frozen blueberries,45.0,0.25,9.12,0.875,off,vegetables,frozen vegetables,frozen blueberries,3
italian diced tomatoes,canned foods,21.0,0.15,3.1,1.2,off,other,undefined,canned foods,3
bio joghurt mild beerenmix,fruit yogurts,84.0,3.0,10.0,4.1,off,dairy & eggs,yogurt,fruit yogurts,4
lil blanc white peach,getranke-und-getrankezubereitungen,69.0,0.0,7.5,0.0,off,beverages,other beverages,getranke-und-getrankezubereitungen,4
frozen strawberries,strawberries,39.0,0.5,9.9,0.6,off,fruits,fresh fruits,strawberries,2
gouda jung in scheiben,cut,90.5,28.0,0.4,24.0,off,other,undefined,cut,4
family cappuccino choco,powdered cappucino,451.559166666667,14.6814041666667,71.9560833333333,5.69139583333333,off,beverages,powdered drinks,powdered cappucino,3
rostzwiebeln,fried onions,590.0,44.0,40.0,6.0,off,vegetables,fresh vegetables,fried onions,1
fruit rounds,breakfast cereals,384.615384615385,3.94736842105263,84.2105263157895,5.26315789473684,off,grains & pasta,cereal,breakfast cereals,2
honey crunch n oats,breakfast cereals,384.615384615385,3.84615384615385,84.6153846153846,7.69230769230769,off,grains & pasta,cereal,breakfast cereals,4
yellow peach luxury yogurt,yogurts,45.8,1.5,2.65,3.96,off,dairy & eggs,yogurt,yogurts,4
ananas getrocknet,pineapple,319.0,0.5,71.0,2.7,off,fruits,fresh fruits,pineapple,2
yellow cling diced peaches,canned fruits,61.9469026548673,0.0,16.814159292035,0.0,off,fruits,canned & preserved fruits,canned fruits,4
steamed broccoli florets,frozen vegetable rosti,29.4117647058823,0.48,1.7,3.95,off,,,frozen vegetable rosti,3
riced cauliflower garlic and herbs,frozen cooked cauliflowers,43.1333333333333,0.613333333333333,5.1,2.71,off,,,frozen cooked cauliflowers,5
protein bagel,bagel breads,281.818181818182,5.248125,45.637875,8.17275,off,grains & pasta,bread,bagel breads,2
vegane bio chilimajo,egg-free mayonnaises,532.686403417969,57.5128480761719,1.90237766601563,1.34779737304688,off,condiments & sauces,salad dressing & mayonnaise,egg-free mayonnaises,3
weidemilch,milchprodukte,65.0,3.5,4.9,3.4,off,other,other,milchprodukte,1
tortelloni spinach and ricotta,tortellini,272.8,7.2,42.88,8.72,off,grains & pasta,pasta & noodles,tortellini,4
delice collection,bonbons,626.0,48.0,39.0,6.8,off,sweets & confectionery,candy & gummy,bonbons,2
less and tasty vanille walnuss,ice creams,138.0,5.2,19.0,3.3,off,dairy & eggs,ice cream & frozen yogurt,ice creams,5
pere michel,french cheeses,379.0,34.0,0.5,17.0,off,,,french cheeses,2
skyr,plain skyrs,64.0,0.2,4.0,11.0,off,dairy & eggs,yogurt,plain skyrs,1
olivenol,virgin olive oils,828.0,92.0,0.5,0.5,off,fats & oils,vegetable & cooking oils,virgin olive oils,1
thunfisch filets in eigenen saft,tuna fillets,68.0,0.6,0.0,23.0,off,fish & seafood,fresh fish,tuna fillets,5
cocktail rispentomaten,tomatoes,19.3,0.26,2.49,0.86,off,vegetables,fresh vegetables,tomatoes,2
gnocchi spinat and basilikum,pflanzliche-lebensmittel-und-getranke,141.0,2.338304,19.46252,1.76248,off,plant-based alternatives,plant-based other,pflanzliche-lebensmittel-und-getranke,4
prosciutto cotto,white hams,124.0,4.0,1.0,21.0,off,meat,processed meats & cold cuts,white hams,2
kirschtomaten passata,strained tomatoes,30.0,0.1,5.2,1.0,off,vegetables,canned vegetables,strained tomatoes,2
fruchtsnack,dietary drink for sport,109.0,0.5,13.0,11.0,off,supplements,sport nutrition,dietary drink for sport,1
meersalz schinken mit pfeffer,cured hams,229.0,13.0,0.6,29.0,off,meat,processed meats & cold cuts,cured hams,4
chicken flavored ramen,soups,450.704225352113,19.7183098591549,40.8450704225352,28.169014084507,off,soups,prepared soup,soups,3
putensteak sommerkrauter,geflugel,114.0,2.8,0.5,22.0,off,,,geflugel,2
klassik knusper musli,mueslis,437.0,15.0,58.0,12.0,off,grains & pasta,cereal,mueslis,3
natural yogurt,cow milk yogurts,81.0,3.9,7.2,4.3,off,dairy & eggs,yogurt,cow milk yogurts,2
gigante pizza schinken mit champignons,frozen pizzas,216.0,6.6,26.4,11.7,off,prepared & frozen meals,pizza,frozen pizzas,5
zero net carb wraps,breads,189.189189189189,3.5,14.0,6.0,off,grains & pasta,bread,breads,4
haltbare fettarme milch,milks,47.0,1.5,5.0,3.4,off,dairy & eggs,milk,milks,3
kokoskreme,coconut milks and creams,189.0,15.0,10.0,2.0,off,plant-based alternatives,plant-based milk,coconut milks and creams,1
sauerkraut mild aus weikohl,sauerkrauts,27.0,0.5,2.7,1.4,off,vegetables,"pickles, olives & peppers",sauerkrauts,4
green lentils,green lentils,104.0,0.38,12.2,9.02,off,legumes & beans,dried legumes,green lentils,2
alpighurt kirsche,milchprodukte,97.0,2.9,14.0,2.8,off,other,other,milchprodukte,2
musli schoko,chocolate cereal bars,433.0,15.7,63.2,7.6,off,snacks,snack bars,chocolate cereal bars,2
high protein wraps,wheat flatbreads,311.6634798744,7.8,38.0,19.0,off,grains & pasta,bread,wheat flatbreads,3
a bayerische dinkel schnekerl,spelt pastas,357.0,1.5,70.0,13.0,off,,,spelt pastas,4
piadina integrale,piadina,279.0,6.2,43.5,9.2,off,grains & pasta,bread,piadina,2
protein bread,packaged breads,277.777777777778,12.962962962963,18.5185185185185,25.9259259259259,off,grains & pasta,bread,packaged breads,2
oaties haferkekse mit milchschokolade,chocolate rolled oats biscuits,471.0,19.9,62.6,7.6,off,baked goods,cookies & biscuits,chocolate rolled oats biscuits,4
mie nudeln natur,chinese noodles,333.0,1.6,67.0,11.0,off,grains & pasta,pasta & noodles,chinese noodles,3
tomatenmark,tomato pastes,126.0,1.0,18.5,6.2,off,vegetables,canned vegetables,tomato pastes,1
oaties haferkekse mit haferflocken,plain rolled oats biscuits,464.0,18.9,62.0,8.6,off,baked goods,cookies & biscuits,plain rolled oats biscuits,4
bistro multigrain bread,breads,300.0,5.0,50.0,10.0,off,grains & pasta,bread,breads,3
probiotic water watermelon wild berry,flavored waters,3.7593984962406,0.0,1.31578947368421,0.0,off,beverages,other beverages,flavored waters,5
truffel ketchup mit meersalz,tomato ketchup,110.0,0.2,23.5,1.5,off,condiments & sauces,ketchup & mustard,tomato ketchup,4
kuverture zartbitter,dark chocolates,515.0,31.0,46.0,6.9,off,sweets & confectionery,chocolate,dark chocolates,2
peanut butter creme filled cookies,biscuits,440.0,18.0,68.0,4.0,off,baked goods,cookies & biscuits,biscuits,5
strawberries and cream luxury yogurt,fruit yogurts,121.0,6.1,13.6,2.7,off,dairy & eggs,yogurt,fruit yogurts,5
raspberries and cream luxury yogurt,cow milk yogurts,178.0,5.5,14.4,2.6,off,dairy & eggs,yogurt,cow milk yogurts,5
haselnuss pralinen,bonbons,557.0,35.0,49.0,8.4,off,sweets & confectionery,candy & gummy,bonbons,2
parboiled reis,long grain rices,347.0,0.6,78.0,6.9,off,grains & pasta,rice,long grain rices,2
nudeln dinkellocken vollkorn biobio,whole wheat noodles,340.0,2.8,60.7,14.4,off,grains & pasta,pasta & noodles,whole wheat noodles,4
caesar salad kit,prepared salads,260.965329545454,27.0842036931818,1.15744738636364,2.46278636363636,off,vegetables,salads,prepared salads,3
chocolate,puddings,84.5070422535211,1.76056338028169,16.1971830985915,10.5633802816901,off,dairy & eggs,dairy desserts,puddings,1
wintergenuss,mixed vegetables,81.0,3.3,9.6,1.6,off,vegetables,fresh vegetables,mixed vegetables,1
haferflocken zart,rolled oats,372.0,7.0,58.7,13.5,off,grains & pasta,cereal,rolled oats,2
huttenkase nature,cottage cheeses,116.8,3.4,3.8,13.0,off,dairy & eggs,cheese,cottage cheeses,2
tuscan cheese,cheeses,387.25,24.559375,16.83,23.605625,off,dairy & eggs,cheese,cheeses,2
veganes faschiertes,fleisch-ersatzprodukte,274.0,18.0,5.7,20.0,off,,,fleisch-ersatzprodukte,2
salsa dip,dips,103.0,0.5,23.0,1.0,off,condiments & sauces,salsa & dips,dips,2
korean style chicken poppers,cooked-reformed-chicken,231.932664725,7.9888709025,17.4287777333333,21.7531942336111,off,,,cooked-reformed-chicken,4
protein pancake mix,pancake mixes,344.262295081967,2.45901639344262,57.3770491803279,24.5901639344262,off,baked goods,baking mixes,pancake mixes,3
faschiertes gemischt,ground meats,256.0,11.09,0.12,30.6,off,other,other,ground meats,2
sardines in oil,sardines in oil,235.294117647059,16.4705882352941,0.0,22.3529411764706,off,fish & seafood,canned & smoked fish,sardines in oil,3
protein strawberry flavour milkshake,milkshakes,36.054534375,0.19793046875,5.38736890625,3.16766328125,off,dairy & eggs,dairy desserts,milkshakes,4
beef shaved steak,steaks,178.571428571429,10.7142857142857,0.0,19.6428571428571,off,meat,beef,steaks,3
milk chocolate,milk chocolates,256.10390625,35.38265625,58.191171875,2.18221875,off,sweets & confectionery,chocolate,milk chocolates,2
cheese crisps,crisps,571.428571428572,31.0,0.0,31.1,off,snacks,chips & crisps,crisps,2
bio leinol,linseed oils,837.0,93.0,0.0,0.0,off,,,linseed oils,2
mochi eis lemon and yuzu,mochi ice cream,199.0,1.1,47.0,0.5,off,dairy & eggs,ice cream & frozen yogurt,mochi ice cream,5
quinoa tricolore,quinoa,369.0,5.9,62.0,12.0,off,grains & pasta,other grains,quinoa,2
gouda gerieben,grated cheese,358.0,27.0,2.0,25.0,off,dairy & eggs,cheese,grated cheese,2
geriffelte chips salz,potato crisps in sunflower oil,535.0,33.0,51.0,6.5,off,snacks,chips & crisps,potato crisps in sunflower oil,3
espresso classico ganze bohne,kaffeebohnen,0.0,0.0,0.0,0.0,off,,,kaffeebohnen,4
sirop de framboise,raspberry syrups,52.0,0.0,13.0,0.0,off,,,raspberry syrups,3
crumpet,crumpets,184.0,0.6,37.3,5.8,off,,,crumpets,1
bio haferdrink ungesut,oat-based drinks,42.0,1.4,5.8,0.8,off,plant-based alternatives,plant-based milk,oat-based drinks,3
feine cornichons mit honig,fine gherkins,63.0,0.5,14.0,0.6,off,,,fine gherkins,4
extra virgin olive oil,olive oils,900.0,99.9,0.0,0.25,off,fats & oils,vegetable & cooking oils,olive oils,4
extra virgin olive oil,olive oils,900.0,99.9,0.0,0.25,off,fats & oils,vegetable & cooking oils,olive oils,4
fruit yoghurt pog,yogurts,84.0,1.6,10.9,6.6,off,dairy & eggs,yogurt,yogurts,3
zarte haferflocken,rolled oats,375.0,7.0,59.0,14.0,off,grains & pasta,cereal,rolled oats,2
local honey,honeys,285.714285714286,0.0,81.7,0.56,off,sweets & confectionery,honey & syrups,honeys,2
local honey,clover honeys,285.714285714286,0.0,81.7,0.56,off,sweets & confectionery,honey & syrups,clover honeys,2
choco air orange,filled chocolates,541.0,31.8,56.4,6.7,off,sweets & confectionery,chocolate,filled chocolates,3
greek style natural yogurt,greek-style yogurts,118.0,9.2,5.3,3.5,off,dairy & eggs,yogurt,greek-style yogurts,4
fat free greek,cow milk yogurts,65.6,0.16,9.04,6.96,off,dairy & eggs,yogurt,cow milk yogurts,3
lays salted chips,potato crisps in sunflower oil,526.0,32.0,51.0,6.6,off,snacks,chips & crisps,potato crisps in sunflower oil,3
strawberry lime,sweetened beverages,2.2,0.0,0.2,0.0,off,beverages,soda & soft drinks,sweetened beverages,2
pepsi,colas,18.4,0.0,4.4,0.0,off,beverages,soda & soft drinks,colas,1
pepsi zero,diet cola soft drink,0.5,0.0,0.0,0.0,off,beverages,soda & soft drinks,diet cola soft drink,2
schwip schwap,sweetened beverages,27.6,0.0,6.8,0.0,off,beverages,soda & soft drinks,sweetened beverages,2
delikatess bacon,bacon,314.0,26.0,3.8,16.0,off,meat,processed meats & cold cuts,bacon,2
lasagne bolognaise,bolognese lasagne,85.0,3.4,9.7,3.3,off,grains & pasta,pasta & noodles,bolognese lasagne,2
himbeer reiswaffeln,puffed rice cakes,386.0,0.8,88.6,7.4,off,snacks,popcorn & puffed snacks,puffed rice cakes,2
frische schlagsahne,whipped creams,319.0,33.0,3.1,2.4,off,dairy & eggs,butter & cream,whipped creams,2
majoran gerebelt,groceries,88.434375,18.7265625,15.5725,25.126875,off,other,undefined,groceries,2
eiskaffee,iced coffees,370.0,0.5,90.0,1.1,off,beverages,coffee,iced coffees,1
bratenfond,groceries,6.0,0.5,0.5,0.8,off,other,undefined,groceries,1
cashewkerne,cashew nuts,602.0,48.0,19.0,21.0,off,snacks,nuts & seeds,cashew nuts,1
buttergemuse,frozen plant-based foods mixes,90.0,5.2,6.7,2.6,off,prepared & frozen meals,frozen dinners & entrees,frozen plant-based foods mixes,1
mozzarella leicht,mozzarella,165.0,8.5,1.5,21.0,off,dairy & eggs,cheese,mozzarella,2
laktosefreie h vollmilch,whole milks,67.0,3.8,4.8,3.3,off,dairy & eggs,milk,whole milks,3
crazy wolf energy drink,sweetened beverages,47.0,0.5,11.0,0.5,off,beverages,soda & soft drinks,sweetened beverages,4
champignons scheiben pilze,sliced champignon mushrooms,20.0,0.5,0.5,2.3,off,vegetables,fresh vegetables,sliced champignon mushrooms,3
erbsen mit pariser karotten,canned peas and carrots,49.0,0.7,5.5,3.0,off,vegetables,canned vegetables,canned peas and carrots,4
gewurzgurken,pickled gherkins,27.0,0.5,5.2,0.5,off,vegetables,"pickles, olives & peppers",pickled gherkins,1
sauerkirschen,cherries,68.0,0.5,15.0,0.8,off,,,cherries,1
kidneybohnen rote bohnen,canned red kidney beans,98.0,0.7,12.0,8.0,off,legumes & beans,canned beans,canned red kidney beans,3
braune linsen mit suppengrun,lentils,72.0,0.5,10.0,5.2,off,legumes & beans,dried legumes,lentils,4
wachsbrechbohnen,plant-based foods,23.0,0.5,2.2,1.3,off,plant-based alternatives,plant-based other,plant-based foods,1
camembert,camemberts,295.0,23.0,0.0,22.0,off,dairy & eggs,cheese,camemberts,1
wein sauerkraut,sauerkrauts,27.0,0.5,2.7,1.4,off,vegetables,"pickles, olives & peppers",sauerkrauts,2
mandarin orangen,mandarins,68.0,0.5,15.0,0.5,off,fruits,fresh fruits,mandarins,2
tomatenmark basilikum,tomato pastes,73.0,0.5,12.0,4.0,off,vegetables,canned vegetables,tomato pastes,2
kichererbsen,canned chickpeas,127.0,2.5,15.0,7.8,off,legumes & beans,canned beans,canned chickpeas,1
pains au chocolat,chocolate croissant,412.0,21.0,47.0,7.5,off,baked goods,cakes & pastries,chocolate croissant,3
kochhinterschinken,white hams,101.0,2.0,1.0,19.7,off,meat,processed meats & cold cuts,white hams,1
leberwurst fein,wursterzeugnisse,324.0,29.0,1.0,14.4,off,,,wursterzeugnisse,2
delikatess lyoner,lyon sausage,263.0,23.0,0.9,13.0,off,,,lyon sausage,2
milchreis,meals,127.0,2.8,22.0,3.3,off,prepared & frozen meals,prepared meals,meals,1
feine teewurst fettreduziert,sausages,285.0,24.0,0.5,16.7,off,meat,sausages & hot dogs,sausages,3
geflugel fleischwurst,poultry sausages,234.0,20.0,1.0,12.4,off,meat,sausages & hot dogs,poultry sausages,2
mandarin orange,obstkonserven,71.0,0.5,16.0,1.3,off,,,obstkonserven,2
bacon scheiben,sliced bacon,289.0,25.0,0.0,16.0,off,meat,processed meats & cold cuts,sliced bacon,2
milchreis kirsche,rice puddings with a fruit preparation,120.2,2.6,21.0,3.1,off,dairy & eggs,dairy desserts,rice puddings with a fruit preparation,2
passierte tomaten,groceries,25.0,0.5,4.3,1.2,off,other,undefined,groceries,2
tomaten,canned tomatoes,22.0,0.5,3.3,1.3,off,vegetables,canned vegetables,canned tomatoes,1
haltbare schlagsahne,whipped creams,293.0,30.0,3.2,2.5,off,dairy & eggs,butter & cream,whipped creams,2
tomatenmark,tomatenmark,105.0,0.7,18.0,5.5,off,,,tomatenmark,1
cremiger quark genuss vanille,quarks,130.4,5.1,17.0,5.6,off,dairy & eggs,yogurt,quarks,4
american style erdnusscreme creamy,peanut butters,604.0,47.0,16.0,25.0,off,sweets & confectionery,jams & spreads,peanut butters,4
waldheidelbeeren leicht gezuckert,berries,69.0,0.5,15.0,0.5,off,,,berries,3
windbeutel,cream puff,331.0,25.0,21.0,5.6,off,baked goods,cakes & pastries,cream puff,1
schottischer cheddar am stuck,kase-aus-grossbritannien,416.0,35.0,0.1,25.0,off,,,kase-aus-grossbritannien,4
tilsiter in scheiben,tilsiter,343.0,27.0,0.1,25.0,off,,,tilsiter,3
farmersalat,prepared salads,166.0,14.0,8.3,0.6,off,vegetables,salads,prepared salads,1
